id,str_exp,TextList,Segmened_text,vars
7452,((б╠(1.0*1.0+2.0*2.0))/2.0*1.0),"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A)),90бу), Point(D), Line(A,B), Equals(MeasureOf(Angle(A,C,D)),MeasureOf(Angle(B))), Equals(LengthOf(Line(A,D)),1), Equals(LengthOf(Line(A,C)),2), LengthOf(Line(B,C))",LengthOf Triangle ABC   Equals MeasureOf Angle A  90бу  Point D  Line AB  Equals MeasureOf Angle ACD  MeasureOf Angle B    Equals LengthOf Line AD  1  Equals LengthOf Line AC  2  LengthOf Line BC  ,4.472135955
7457,((5.0+10.0)/5.0*4.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,D)),5), Equals(LengthOf(Line(B,D)),10), Equals(LengthOf(Line(D,E)),4), Line(B,C)",LengthOf Triangle ABC   Parallel Line DE Line BC   Equals LengthOf Line AD  5  Equals LengthOf Line BD  10  Equals LengthOf Line DE  4  Line BC ,12
7459,(((3.0/4.0)*(3.0/4.0))*48.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,D), Line(A,B)),3:4), Equals(LengthOf(Triangle(A,B,C)),48), LengthOf(Triangle(A,D,E))",LengthOf Triangle ABC   Parallel Line DE Line BC   Equals LengthOf Line AD  Line AB  3:4  Equals LengthOf Triangle ABC  48  LengthOf Triangle ADE  ,27
7460,|(6.0/4.0*6.0)-4.0|,"LengthOf(Triangle(A,B,C)), Line(B,C), Equals(MeasureOf(Angle(B,A,D)),MeasureOf(Angle(C))), Equals(LengthOf(Line(A,B)),6), Equals(LengthOf(Line(B,D)),4), LengthOf(Line(C,D))",LengthOf Triangle ABC   Line BC  Equals MeasureOf Angle BAD  MeasureOf Angle C    Equals LengthOf Line AB  6  Equals LengthOf Line BD  4  LengthOf Line CD  ,5
7461,((3.0+2.0)/3.0*6.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Line(A,B), Line(A,C), Point(D), Point(E), Equals(LengthOf(Line(A,D)),3), Equals(LengthOf(Line(D,B)),2), Equals(LengthOf(Line(B,C)),6), LengthOf(Line(D,E))",LengthOf Triangle ABC   Parallel Line DE Line BC   Line AB  Line AC  Point D  Point E  Equals LengthOf Line AD  3  Equals LengthOf Line DB  2  Equals LengthOf Line BC  6  LengthOf Line DE  ,3.6
7462,((5.0+10.0)/5.0*3.0),"LengthOf(Triangle(A,B,C)), Point(D), Line(A,B), Point(E), Line(A,C), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,D)),5), Equals(LengthOf(Line(B,D)),10), Equals(LengthOf(Line(D,E)),3), LengthOf(Line(B,C))",LengthOf Triangle ABC   Point D  Line AB  Point E  Line AC  Parallel Line DE Line BC   Equals LengthOf Line AD  5  Equals LengthOf Line BD  10  Equals LengthOf Line DE  3  LengthOf Line BC  ,9
7466,((6.0+4.0)/2),"LengthOf(Triangle(A,B,C)), LengthOf(Triangle(D,E,C)), Triangle(A,B,C), Triangle(D,E,C), Point(E), SideOf(Line(B,C)), Parallel(Line(D,E),Line(A,B)), Line(A,C), Point(F), Equals(LengthOf(Line(A,B)),6), Equals(LengthOf(Line(E,F)),4), LengthOf(Line(D,F))",LengthOf Triangle ABC   LengthOf Triangle DEC   Triangle ABC  Triangle DEC  Point E  SideOf Line BC   Parallel Line DE Line AB   Line AC  Point F  Equals LengthOf Line AB  6  Equals LengthOf Line EF  4  LengthOf Line DF  ,5
7468,(12.0/4.0),"Line(A,B), Perpendicular(Line(C,D),Line(B,D)), Perpendicular(Line(E,F),Line(B,D)), Equals(LengthOf(Line(A,B)),4), Equals(LengthOf(Line(C,D)),12), LengthOf(Line(E,F))",Line AB  Perpendicular Line CD Line BD   Perpendicular Line EF Line BD   Equals LengthOf Line AB  4  Equals LengthOf Line CD  12  LengthOf Line EF  ,3
7475,((3.0+4.0)/3.0*5.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,D)),3), Equals(LengthOf(Line(B,D)),4), Equals(LengthOf(Line(B,C)),5), LengthOf(Line(D,E))",LengthOf Triangle ABC   Parallel Line DE Line BC   Equals LengthOf Line AD  3  Equals LengthOf Line BD  4  Equals LengthOf Line BC  5  LengthOf Line DE  ,2.142857143
7476,|(((2.0/1.0)*(2.0/1.0))*1.0)-1.0|,"LengthOf(Triangle(A,B,C)), Point(D), Line(A,B), Equals(MeasureOf(Angle(A,C,D)),MeasureOf(Angle(B))), Equals(LengthOf(Line(A,D)),1), Equals(LengthOf(Line(A,C)),2), Equals(LengthOf(Triangle(A,D,C)),1), LengthOf(Triangle(B,C,D))",LengthOf Triangle ABC   Point D  Line AB  Equals MeasureOf Angle ACD  MeasureOf Angle B    Equals LengthOf Line AD  1  Equals LengthOf Line AC  2  Equals LengthOf Triangle ADC  1  LengthOf Triangle BCD  ,3
7477,|((3.0+1.0)/2.0*3.0)-2.0|,"LengthOf(Triangle(A,B,C)), Point(D), Point(E), Line(A,B), Line(A,C), Equals(MeasureOf(Angle(A,E,D)),MeasureOf(Angle(B))), Equals(LengthOf(Line(A,D)),2), Equals(LengthOf(Line(A,E)),3), Equals(LengthOf(Line(C,E)),1), LengthOf(Line(B,D))",LengthOf Triangle ABC   Point D  Point E  Line AB  Line AC  Equals MeasureOf Angle AED  MeasureOf Angle B    Equals LengthOf Line AD  2  Equals LengthOf Line AE  3  Equals LengthOf Line CE  1  LengthOf Line BD  ,4
7487,(((1.0+2.0)/1.0)/3.0),"LengthOf(Triangle(A,B,C)), Point(D), Line(A,B), Point(E), Line(A,C), Parallel(Line(D,E),Line(B,C)), Equals(RatioOf(Line(A,D),Line(D,B)),\frac{1}{2}), Equals(LengthOf(Line(D,E)),3), LengthOf(Line(B,C))",LengthOf Triangle ABC   Point D  Line AB  Point E  Line AC  Parallel Line DE Line BC   Equals RatioOf Line AD Line DB  \frac{1}{2}  Equals LengthOf Line DE  3  LengthOf Line BC  ,9
7489,((2.0/3.0)*(2.0/3.0)),"Equals(Parallel(Line(A,B),Line(C,D)), RatioOf(Line(A,O),Line(O,D)),\frac{2}{3}), RatioOf(LengthOf(Triangle(A,O,B))), LengthOf(Triangle(D,O,C))",Equals Parallel Line AB Line CD   RatioOf Line AO Line OD  \frac{2}{3}  RatioOf LengthOf Triangle AOB    LengthOf Triangle DOC  ,0.444444444
7490,(((5.0*4.0)/|5.0-4.0|)/5.0),"IntersectAt(Parallel(Line(A,B),Line(D,C)),Line(A,C),Line(B,D),Point(E)), Parallel(Line(E,F),Line(D,C)), Line(B,C), Point(F), Equals(LengthOf(Line(C,E)),5), Equals(LengthOf(Line(C,F)),4), Equals(LengthOf(Line(A,E)),Line(B,C)), RatioOf(Line(D,C),Line(A,B))",IntersectAt Parallel Line AB Line DC  Line AC Line BD Point E   Parallel Line EF Line DC   Line BC  Point F  Equals LengthOf Line CE  5  Equals LengthOf Line CF  4  Equals LengthOf Line AE  Line BC   RatioOf Line DC Line AB  ,0.25
7491,((6.0*6.0)/4.0),"Parallelogram(A,B,C,D), Line(C,D), Equals(LengthOf(Line(A,B)),6), Equals(LengthOf(Line(D,E)),4), Equals(LengthOf(Line(E,F)),6), LengthOf(Line(B,F))",Parallelogram ABCD  Line CD  Equals LengthOf Line AB  6  Equals LengthOf Line DE  4  Equals LengthOf Line EF  6  LengthOf Line BF  ,9
7494,|((3.0*2)*2)-3.0|,"LengthOf(Triangle(A,B,C)), IsMedianOf(Line(D,E),Shape($)), Equals(LengthOf(Triangle(A,D,E)),3), AreaOf(Quadrilateral(B,C,E,D))",LengthOf Triangle ABC   IsMedianOf Line DE Shape $   Equals LengthOf Triangle ADE  3  AreaOf Quadrilateral BCED  ,9
7497,(((1.0/3.0)*(1.0/3.0))/3.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,D), Line(A,B)),1:3), Equals(LengthOf(Triangle(A,D,E)),3)",LengthOf Triangle ABC   Parallel Line DE Line BC   Equals LengthOf Line AD  Line AB  1:3  Equals LengthOf Triangle ADE  3 ,27
7499,((2.0+4.0)/2.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,D)),2), Equals(LengthOf(Line(D,B)),4), RatioOf(Line(D,E),Line(B,C))",LengthOf Triangle ABC   Parallel Line DE Line BC   Equals LengthOf Line AD  2  Equals LengthOf Line DB  4  RatioOf Line DE Line BC  ,0.333333333
7500,((1.0+2.0)/1.0*12.0),"Parallelogram(A,B,C,D), Line(C,D), Line(A,E), Line(B,D), IntersectAt(Line(A,E),Line(B,D),Point(F)), Equals(LengthOf(Line(D,E), Line(E,C)),1:2), Equals(LengthOf(Line(F,B)),12), LengthOf(Line(D,F))",Parallelogram ABCD  Line CD  Line AE  Line BD  IntersectAt Line AE Line BD Point F   Equals LengthOf Line DE  Line EC  1:2  Equals LengthOf Line FB  12  LengthOf Line DF  ,4
7504,(3.0/2.0*10.0),"Equals(MeasureOf(Angle(A,D,E)),MeasureOf(Angle(A,C,B))), Equals(RatioOf(Line(A,D),Line(A,C)),\frac{2}{3}), Equals(LengthOf(Line(D,E)),10), LengthOf(Line(B,C))",Equals MeasureOf Angle ADE  MeasureOf Angle ACB    Equals RatioOf Line AD Line AC  \frac{2}{3}  Equals LengthOf Line DE  10  LengthOf Line BC  ,15
7507,|((3.0/2.0)+4.0)-(2.0/4.0*3.0)|,"Line(B,C), Line(C,A), Line(A,B), Isosceles(Triangle(A,B,C)), Equals(LengthOf(Line(A,B)),Line(A,C)), Equals(LengthOf(Line(B,D)),2), Equals(LengthOf(Line(C,D)),3), Equals(LengthOf(Line(C,E)),4), Equals(LengthOf(Line(A,E)),\frac{3}{2), Equals(MeasureOf(Angle(F,D,E)),MeasureOf(Angle(B))), LengthOf(Line(A,F))",Line BC  Line CA  Line AB  Isosceles Triangle ABC   Equals LengthOf Line AB  Line AC   Equals LengthOf Line BD  2  Equals LengthOf Line CD  3  Equals LengthOf Line CE  4  Equals LengthOf Line AE  \frac{3}{2  Equals MeasureOf Angle FDE  MeasureOf Angle B    LengthOf Line AF  ,4
7508,(((2.0/1.0)*(2.0/1.0))*100.0),"Equals(Equals(RatioOf(Line(O,A),Line(D,O)),RatioOf(Line(B,O),Line(C,O))),\frac{1}{2}), Equals(LengthOf(Triangle(A,O,B)),100cm2), LengthOf(Triangle(D,O,C))",Equals Equals RatioOf Line OA Line DO  RatioOf Line BO Line CO   \frac{1}{2}  Equals LengthOf Triangle AOB  100cm2  LengthOf Triangle DOC  ,400
7511,(5.0/4.0*8.0),"LengthOf(Triangle(A,B,C)), Point(D), Point(E), Line(A,B), Line(A,C), Parallel(Line(D,E),Line(B,C)), Equals(RatioOf(Line(A,D),Line(A,B)),\frac{4}{5}), Equals(LengthOf(Line(D,E)),8), Line(B,C)",LengthOf Triangle ABC   Point D  Point E  Line AB  Line AC  Parallel Line DE Line BC   Equals RatioOf Line AD Line AB  \frac{4}{5}  Equals LengthOf Line DE  8  Line BC ,10
7514,((sin((90/2)/180*pi))/(6.0/2)),"Point(C), Circle($), Circle(O), Line(A,B), Line(B,E), Line(A,D), MeasureOf(Angle(A,B,C)), MeasureOf(Angle(C,A,B)), Equals(LengthOf(Line(A,B)),6), LengthOf(Line(D,E))",Point C  Circle $  Circle O  Line AB  Line BE  Line AD  MeasureOf Angle ABC   MeasureOf Angle CAB   Equals LengthOf Line AB  6  LengthOf Line DE  ,4.242640687
7522,|(3.0/5.0*3.0)-5.0|,"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(B,A,C)),90бу), Line(A,D), Line(B,C), Circle(D), Equals(LengthOf(Line(A,B)),3), Equals(LengthOf(Line(B,C)),5), LengthOf(Line(D,C))",LengthOf Triangle ABC   Equals MeasureOf Angle BAC  90бу  Line AD  Line BC  Circle D  Equals LengthOf Line AB  3  Equals LengthOf Line BC  5  LengthOf Line DC  ,3.2
7524,((2.0/3.0)/3.0),"IntersectAt(Line(A,C),Line(B,D),Point(E)), Parallel(Line(A,D),Line(B,C)), Equals(LengthOf(Line(A,E)),2), Equals(LengthOf(Line(C,E)),3), Equals(LengthOf(Line(A,D)),3), LengthOf(Line(B,C))",IntersectAt Line AC Line BD Point E   Parallel Line AD Line BC   Equals LengthOf Line AE  2  Equals LengthOf Line CE  3  Equals LengthOf Line AD  3  LengthOf Line BC  ,4.5
7526,((2.0/5.0)/4.0),"Parallelogram(A,B,C,D), Parallel(Line(E,F),Line(A,B)), Equals(LengthOf(Line(D,E), Line(D,A)),2:5), Equals(LengthOf(Line(E,F)),4), LengthOf(Line(C,D))",Parallelogram ABCD  Parallel Line EF Line AB   Equals LengthOf Line DE  Line DA  2:5  Equals LengthOf Line EF  4  LengthOf Line CD  ,10
7527,((((2.0/2)+2.0)/((2.0/2)+2.0))/2.0),"LengthOf(Triangle(A,B,C)), Line(A,B), Line(A,C), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(B,D)),Mul(Line(A,D),2)), Equals(LengthOf(Line(D,E)),2), LengthOf(Line(B,C))",LengthOf Triangle ABC   Line AB  Line AC  Parallel Line DE Line BC   Equals LengthOf Line BD  Mul Line AD 2   Equals LengthOf Line DE  2  LengthOf Line BC  ,6
7529,|(((2.0/3.0)*(2.0/3.0))/8.0)-8.0|,"LengthOf(Triangle(A,B,C)), Equals(Parallel(Line(D,E),Line(B,C)), RatioOf(Line(D,E),Line(B,C)),\frac{2}{3}), Equals(LengthOf(Triangle(A,D,E)),8), AreaOf(Quadrilateral(D,B,C,E))",LengthOf Triangle ABC   Equals Parallel Line DE Line BC   RatioOf Line DE Line BC  \frac{2}{3}  Equals LengthOf Triangle ADE  8  AreaOf Quadrilateral DBCE  ,10
7531,((1.0+3.0)/6.0),"Parallelogram(A,B,C,D), Parallel(Line(E,F),Line(A,D)), Line(E,F), Line(A,C), Point(G), Equals(LengthOf(Line(A,E)),1), Equals(LengthOf(Line(B,E)),3), Equals(LengthOf(Line(A,C)),6), LengthOf(Line(A,G))",Parallelogram ABCD  Parallel Line EF Line AD   Line EF  Line AC  Point G  Equals LengthOf Line AE  1  Equals LengthOf Line BE  3  Equals LengthOf Line AC  6  LengthOf Line AG  ,1.5
7533,(((2.0/3.0)*(2.0/3.0))*18.0),"LengthOf(Triangle(A,B,C)), Point(D), Line(A,C), Point(E), Line(B,C), Parallel(Line(D,E),Line(A,B)), Equals(LengthOf(Line(C,D), Line(C,A)),2:3), Equals(LengthOf(Triangle(A,B,C)),18), Equals(LengthOf(Triangle(D,E,C)),()",LengthOf Triangle ABC   Point D  Line AC  Point E  Line BC  Parallel Line DE Line AB   Equals LengthOf Line CD  Line CA  2:3  Equals LengthOf Triangle ABC  18  Equals LengthOf Triangle DEC    ,8
7534,((5.0/8.0)*2),"Circle(O), IsChordOf(Line(A,B),Circle($)), IsChordOf(Line(C,D),Circle($)), Line(A,B), Line(A,D), Point(F), Equals(LengthOf(Line(D,F)),Line(A,D)), Line(B,C), Line(B,F), Equals(RatioOf(Line(B,E),Line(F,B)),\frac{5}{8}), RatioOf(Line(C,B),Line(A,D))",Circle O  IsChordOf Line AB Circle $   IsChordOf Line CD Circle $   Line AB  Line AD  Point F  Equals LengthOf Line DF  Line AD   Line BC  Line BF  Equals RatioOf Line BE Line FB  \frac{5}{8}  RatioOf Line CB Line AD  ,1.25
7536,((б╠(6.0*6.0+8.0*8.0))/8.0),"Triangle(A,B,C), Equals(MeasureOf(Angle(A)),90бу), Equals(LengthOf(Line(A,B)),6), Equals(LengthOf(Line(A,C)),8), IsMidpointOf(Point(D),Line(B,C)), Point(M), Line(A,B), Point(N), Line(A,C), Equals(MeasureOf(Angle(M,D,N)),90бу), MeasureOf(Angle(D,M,N))",Triangle ABC  Equals MeasureOf Angle A  90бу  Equals LengthOf Line AB  6  Equals LengthOf Line AC  8  IsMidpointOf Point D Line BC   Point M  Line AB  Point N  Line AC  Equals MeasureOf Angle MDN  90бу  MeasureOf Angle DMN  ,0.8
7538,((1.0/3.0)*12.0),"Rhombus(A,B,C,D), Equals(LengthOf(Line(A,B)),12), Point(E), Line(A,D), Line(B,E), Line(A,C), Point(F), Equals(RatioOf(Line(A,F),Line(F,C)),\frac{1}{3}), LengthOf(Line(A,E))",Rhombus ABCD  Equals LengthOf Line AB  12  Point E  Line AD  Line BE  Line AC  Point F  Equals RatioOf Line AF Line FC  \frac{1}{3}  LengthOf Line AE  ,4
7539,(((4.0/2)+2.0)/(6.0/2)*2.0),"Parallelogram(A,B,C,D), Line(A,C), Line(B,D), Point(O), Point(E), Line(D,C), Line(O,E), Line(B,C), Point(F), Equals(LengthOf(Line(A,B)),4), Equals(LengthOf(Line(B,C)),6), Equals(LengthOf(Line(C,E)),2), LengthOf(Line(C,F))",Parallelogram ABCD  Line AC  Line BD  Point O  Point E  Line DC  Line OE  Line BC  Point F  Equals LengthOf Line AB  4  Equals LengthOf Line BC  6  Equals LengthOf Line CE  2  LengthOf Line CF  ,1.5
7544,((((1.0+2.0)/1.0)*((1.0+2.0)/1.0))/3.0),"Parallelogram(A,B,C,D), Equals(LengthOf(Line(A,E), Line(E,B)),1:2), Triangle($)",Parallelogram ABCD  Equals LengthOf Line AE  Line EB  1:2  Triangle $ ,27
7545,(|3.0-1.0|/3.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Line(D,E), Line(A,B), Line(A,C), Point(D), Point(E), Equals(LengthOf(Line(E,C)),1), Equals(LengthOf(Line(A,C)),3), Line(B,C)",LengthOf Triangle ABC   Parallel Line DE Line BC   Line DE  Line AB  Line AC  Point D  Point E  Equals LengthOf Line EC  1  Equals LengthOf Line AC  3  Line BC ,0.666666667
7546,((1.0+2.0)/1.0*3.0),"LengthOf(Triangle(A,B,C)), Equals(Parallel(Line(D,E),Line(B,C)), RatioOf(Line(A,D),Line(D,B)),\frac{1}{2}), Equals(LengthOf(Line(D,E)),3), LengthOf(Line(B,C))",LengthOf Triangle ABC   Equals Parallel Line DE Line BC   RatioOf Line AD Line DB  \frac{1}{2}  Equals LengthOf Line DE  3  LengthOf Line BC  ,9
7552,((3.0+6.0)/4.0*3.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,D)),3cm), Equals(LengthOf(Line(D,B)),6cm), Equals(LengthOf(Line(D,E)),4cm), LengthOf(Line(B,C))",LengthOf Triangle ABC   Parallel Line DE Line BC   Equals LengthOf Line AD  3cm  Equals LengthOf Line DB  6cm  Equals LengthOf Line DE  4cm  LengthOf Line BC  ,12
7556,((2.0+4.0)/2.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Line(D,E), Line(A,B), Line(A,C), Point(D), Point(E), Equals(LengthOf(Line(A,D)),2), Equals(LengthOf(Line(D,B)),4), Line(B,C)",LengthOf Triangle ABC   Parallel Line DE Line BC   Line DE  Line AB  Line AC  Point D  Point E  Equals LengthOf Line AD  2  Equals LengthOf Line DB  4  Line BC ,0.333333333
7557,((б╠(((б╠(20.0*20.0+15.0*15.0))/15.0*20.0)*((б╠(20.0*20.0+15.0*15.0))/15.0*20.0)-15.0*15.0))/15.0),"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(B,A,C)),90бу), Equals(LengthOf(Line(A,B)),20), Equals(LengthOf(Line(A,C)),15), HeightOf(Polygon($)), Line(A,D), Line(C,F), Point(E), Equals(RatioOf(Line(D,E),Line(A,F)),()",LengthOf Triangle ABC   Equals MeasureOf Angle BAC  90бу  Equals LengthOf Line AB  20  Equals LengthOf Line AC  15  HeightOf Polygon $   Line AD  Line CF  Point E  Equals RatioOf Line DE Line AF    ,0.6
7559,(3.0/2.0*4.0),"LengthOf(Triangle(A,B,C)), Line(A,B), Line(A,C), Equals(Parallel(Line(E,F),Line(B,C)), RatioOf(Line(A,E),Line(A,B)),\frac{2}{3}), Equals(LengthOf(Line(E,F)),4), LengthOf(Line(B,C))",LengthOf Triangle ABC   Line AB  Line AC  Equals Parallel Line EF Line BC   RatioOf Line AE Line AB  \frac{2}{3}  Equals LengthOf Line EF  4  LengthOf Line BC  ,6
7560,(3.0/1.0*4.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,D), Line(A,B)),1:3), Equals(LengthOf(Line(D,E)),4), LengthOf(Line(B,C))",LengthOf Triangle ABC   Parallel Line DE Line BC   Equals LengthOf Line AD  Line AB  1:3  Equals LengthOf Line DE  4  LengthOf Line BC  ,12
7565,((1.0*2)*2),"Square(A,B,C,D), IsMidpointOf(Point(E),Line(B,C)), Line(E,F), IntersectAt(Line(A,E),Line(C,D),Point(F)), Equals(LengthOf(Triangle(C,E,F)),1), LengthOf(Triangle(A,B,E))",Square ABCD  IsMidpointOf Point E Line BC   Line EF  IntersectAt Line AE Line CD Point F   Equals LengthOf Triangle CEF  1  LengthOf Triangle ABE  ,4
7573,(2.0*2),"Parallelogram(A,B,C,D), Equals(LengthOf(Line(A,E)),Line(E,B)), Equals(LengthOf(Line(A,F)),2), Line(F,C)",Parallelogram ABCD  Equals LengthOf Line AE  Line EB   Equals LengthOf Line AF  2  Line FC ,4
7577,(6.0+6.0),"LengthOf(Triangle(M,B,N)), Equals(LengthOf(Line(B,M)),6), Point(A), Point(C), Point(D), Line(M,B), Line(N,B), Line(M,N), Parallelogram(A,B,C,D), Equals(MeasureOf(Angle(N,D,C)),MeasureOf(Angle(M,D,A))), PerimeterOf(Parallelogram(A,B,C,D))",LengthOf Triangle MBN   Equals LengthOf Line BM  6  Point A  Point C  Point D  Line MB  Line NB  Line MN  Parallelogram ABCD  Equals MeasureOf Angle NDC  MeasureOf Angle MDA    PerimeterOf Parallelogram ABCD  ,12
7578,(б╠((3.0/2.0*3.0)*(3.0/2.0*3.0)-3.0*3.0)),"Triangle(A,B,C), Equals(MeasureOf(Angle(B,A,C)),90бу), Line(A,D), Line(B,C), Line(D,E), Line(A,B), Equals(LengthOf(Line(A,D)),3), Equals(LengthOf(Line(D,E)),2), LengthOf(Line(C,D))",Triangle ABC  Equals MeasureOf Angle BAC  90бу  Line AD  Line BC  Line DE  Line AB  Equals LengthOf Line AD  3  Equals LengthOf Line DE  2  LengthOf Line CD  ,3.354101966
7580,(б╠((4.0/2.0*3.0)*(4.0/2.0*3.0)+4.0*4.0)),"IsChordOf(Line(A,B),Circle($)), IsChordOf(Line(C,D),Circle($)), Point(E), Equals(MeasureOf(Angle(C)),90бу), Equals(TanOf(Angle(B)),\frac{2}{3}), Equals(LengthOf(Line(A,E)),4), LengthOf(Line(D,E))",IsChordOf Line AB Circle $   IsChordOf Line CD Circle $   Point E  Equals MeasureOf Angle C  90бу  Equals TanOf Angle B  \frac{2}{3}  Equals LengthOf Line AE  4  LengthOf Line DE  ,7.211102551
7581,(б╠((|4.0-1.0|/1.0*4.0)*(|4.0-1.0|/1.0*4.0)+1.0*1.0)),"Square(E,F,G,H), Square(A,B,C,D), SideOf(Regular(Polygon($))), Line(A,B), Line(B,C), Line(F,D), Equals(LengthOf(Line(B,F)),1), Square($)",Square EFGH  Square ABCD  SideOf Regular Polygon $    Line AB  Line BC  Line FD  Equals LengthOf Line BF  1  Square $ ,1.25
7587,(((б╠(3.0*3.0+4.0*4.0))/2)/((б╠(3.0*3.0+4.0*4.0))/2)*4.0),"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A,B,C)),90бу), BisectsAngle(Line(D,E),Line(A,C)), Parallel(Line(A,D),Line(B,C)), Equals(LengthOf(Line(A,B)),3), Equals(LengthOf(Line(B,C)),4), LengthOf(Line(A,D))",LengthOf Triangle ABC   Equals MeasureOf Angle ABC  90бу  BisectsAngle Line DE Line AC   Parallel Line AD Line BC   Equals LengthOf Line AB  3  Equals LengthOf Line BC  4  LengthOf Line AD  ,3.125
7588,((1.0/3.0)*6.0),"Circle(O), Perpendicular(Line(O,A),Line(O,B)), Point(C), Line(A,B), Line(C,D), Line(O,A), Line(C,E), Line(O,B), Equals(LengthOf(Line(C,G)),Mul(Line(C,E),\frac{1}{3})), Equals(LengthOf(Line(C,H)),Mul(Line(C,D),\frac{1}{3})), Equals(LengthOf(Circle(O)),6), LengthOf(Line(G,H))",Circle O  Perpendicular Line OA Line OB   Point C  Line AB  Line CD  Line OA  Line CE  Line OB  Equals LengthOf Line CG  Mul Line CE \frac{1}{3}   Equals LengthOf Line CH  Mul Line CD \frac{1}{3}   Equals LengthOf Circle O  6  LengthOf Line GH  ,2
7594,((1.0+2.0)/2.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(A,D),Line(B,C)), Line(C,D), Line(A,B), Parallel(Line(E,F),Line(B,C)), Equals(LengthOf(Line(A,E), Line(E,B)),1:2), Triangle($)",LengthOf Triangle ABC   Parallel Line AD Line BC   Line CD  Line AB  Parallel Line EF Line BC   Equals LengthOf Line AE  Line EB  1:2  Triangle $ ,0.666666667
7596,((((б╠(3.0*3.0-1.0*1.0))*2)/1.0*3.0)+(((б╠(3.0*3.0-1.0*1.0))*2)/1.0*3.0)),"Parallelogram(A,B,C,D), Equals(LengthOf(Line(A,B)),4), MeasureOf(Angle(B,A,D)), Line(B,C), Point(E), Line(D,C), Point(F), Equals(LengthOf(Line(D,F), Line(C,F)),3:1), Line(D,G), Line(A,E), Equals(LengthOf(Line(D,G)),1), LengthOf(Line(A,E))",Parallelogram ABCD  Equals LengthOf Line AB  4  MeasureOf Angle BAD   Line BC  Point E  Line DC  Point F  Equals LengthOf Line DF  Line CF  3:1  Line DG  Line AE  Equals LengthOf Line DG  1  LengthOf Line AE  ,7.542472333
7598,(((1.0+2.0)/1.0)*12.0),"LengthOf(Triangle(A,B,C)), Equals(Parallel(Line(D,E),Line(B,C)), RatioOf(Line(A,D),Line(B,D)),\frac{1}{2}), Equals(LengthOf(Line(B,C)),12), LengthOf(Line(D,E))",LengthOf Triangle ABC   Equals Parallel Line DE Line BC   RatioOf Line AD Line BD  \frac{1}{2}  Equals LengthOf Line BC  12  LengthOf Line DE  ,4
7600,(8.0/2),"IsMidpointOf(Point(D),Line(A,B)), Parallel(Line(A,F),Line(B,C)), Equals(LengthOf(Line(C,G), Line(G,A)),3:1), Equals(LengthOf(Line(B,C)),8), LengthOf(Line(A,F))",IsMidpointOf Point D Line AB   Parallel Line AF Line BC   Equals LengthOf Line CG  Line GA  3:1  Equals LengthOf Line BC  8  LengthOf Line AF  ,4
7603,(6.0/12.0*6.0),"Equals(RadiusOf(Circle(O)),6), Circle(O), Equals(LengthOf(Line(O,M)),12), SinOf(g), Point(A), Point(B), Line(O,M), IntersectAt(Line(A,D),Line(B,C),Point(P)), LengthOf(Line(O,P))",Equals RadiusOf Circle O  6  Circle O  Equals LengthOf Line OM  12  SinOf g  Point A  Point B  Line OM  IntersectAt Line AD Line BC Point P   LengthOf Line OP  ,3
7608,((((10.0*2)+10.0)/10.0)*10.0),"LengthOf(Triangle(A,B,C)), Point(D), Line(A,B), Equals(LengthOf(Line(B,D)),Mul(Line(A,D),2)), Parallel(Line(D,E),Line(B,C)), Line(A,C), Point(E), Equals(LengthOf(Line(D,E)),10), Line(B,C)",LengthOf Triangle ABC   Point D  Line AB  Equals LengthOf Line BD  Mul Line AD 2   Parallel Line DE Line BC   Line AC  Point E  Equals LengthOf Line DE  10  Line BC ,30
7611,((3.0*2)*2),"LengthOf(Triangle(A,B,C)), Line(A,B), Line(A,C), Equals(LengthOf(Triangle(A,D,E)),3)",LengthOf Triangle ABC   Line AB  Line AC  Equals LengthOf Triangle ADE  3 ,12
