ID,str_exp,TextList,Segmened_text,var
3940,|(28.0*2)-90|,"IsDiameterOf(Line(A,B),Circle(O)), Point(C), Line(A,B), Equals(Line(C,D),\tan), Circle(O), Equals(MeasureOf(Angle(A)),28), Find(MeasureOf(Angle(C)))",IsDiameterOf Line AB Circle O   Point C  Line AB  Equals Line CD \tan  Circle O  Equals MeasureOf Angle A  28  Find MeasureOf Angle C   ,34
4113,|(28.0*2)-90|,"Line(A,B), Line(A,C), Circle(O), Equals(MeasureOf(Angle(A)),28), SinOf(g), Point(C), Line(O,B), Point(D), Find(MeasureOf(Angle(D)))",Line AB  Line AC  Circle O  Equals MeasureOf Angle A  28  SinOf g  Point C  Line OB  Point D  Find MeasureOf Angle D   ,34
3917,|(28.0*2)-90|,"LengthOf(Triangle(A,B,C)), Circle($), Point(O), Line(A,B), Line(O,A), Line(B,C), Point(C), Equals(MeasureOf(Angle(A)),28), Find(MeasureOf(Angle(B)))",LengthOf Triangle ABC   Circle $  Point O  Line AB  Line OA  Line BC  Point C  Equals MeasureOf Angle A  28  Find MeasureOf Angle B   ,34
4072,|(28.0*2)-90|,"IsChordOf(Line(A,B),Circle(O)), Circle(O), Point(A), Line(B,O), Point(C), Equals(MeasureOf(Angle(B)),28), Find(MeasureOf(Angle(C)))",IsChordOf Line AB Circle O   Circle O  Point A  Line BO  Point C  Equals MeasureOf Angle B  28  Find MeasureOf Angle C   ,34
9426,|(28.0/2)-22.0|,"Equals(CircumferenceOf(Parallelogram(A,B,C,D)),28), CircumferenceOf(Circle($)), Equals(LengthOf(Triangle(A,B,C)),22), Find(LengthOf(Line(A,C)))",Equals CircumferenceOf Parallelogram ABCD  28  CircumferenceOf Circle $   Equals LengthOf Triangle ABC  22  Find LengthOf Line AC   ,8
9523,|(28.0/2)-22.0|,"Equals(PerimeterOf(Parallelogram($)),28), PerimeterOf(Polygon($)), Equals(LengthOf(Triangle(A,B,C)),22), Find(LengthOf(Line(A,C)))",Equals PerimeterOf Parallelogram $  28  PerimeterOf Polygon $   Equals LengthOf Triangle ABC  22  Find LengthOf Line AC   ,8
4082,|(29.0*2)-90|,"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A,B,C)),29), Line(O,A), Point(D), Find(MeasureOf(Angle(D)))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle ABC  29  Line OA  Point D  Find MeasureOf Angle D   ,32
5359,|(3.0*2)-10.0|,"Point(C), Line(A,B), IsMidpointOf(Point(D),Line(A,C)), Equals(LengthOf(Line(C,D)),3), Equals(LengthOf(Line(A,B)),10), Find(LengthOf(Line(B,C)))",Point C  Line AB  IsMidpointOf Point D Line AC   Equals LengthOf Line CD  3  Equals LengthOf Line AB  10  Find LengthOf Line BC   ,4
5071,|(3.0*2)-11.0|,"IsMidpointOf(Point(D),Line($)), Line(C,B), Equals(LengthOf(Line(C,D)),3), Equals(LengthOf(Line(A,B)),11), Find(LengthOf(Line(A,C)))",IsMidpointOf Point D Line $   Line CB  Equals LengthOf Line CD  3  Equals LengthOf Line AB  11  Find LengthOf Line AC   ,5
5951,|(3.0*2)-14.0|,"LengthOf(Triangle(A,B,C)), IsMidpointOf(Point(D),Line(B,C)), BisectsAngle(Line(A,E),MeasureOf(Angle(B,A,C))), Perpendicular(Line(B,E),Line(A,E)), Point(E), Equals(LengthOf(Line(A,C)),14), Equals(LengthOf(Line(E,D)),3), Find(LengthOf(Line(A,B)))",LengthOf Triangle ABC   IsMidpointOf Point D Line BC   BisectsAngle Line AE MeasureOf Angle BAC    Perpendicular Line BE Line AE   Point E  Equals LengthOf Line AC  14  Equals LengthOf Line ED  3  Find LengthOf Line AB   ,8
7130,|(3.0/1.0*2.0)-2.0|,"LengthOf(Triangle(A,B,C)), Equals(Parallel(Line(D,E),Line(B,C)), RatioOf(Line(D,E),Line(B,C)),\frac{1}{3}), Equals(LengthOf(Line(A,D)),2), Find(LengthOf(Line(B,D)))",LengthOf Triangle ABC   Equals Parallel Line DE Line BC   RatioOf Line DE Line BC  \frac{1}{3}  Equals LengthOf Line AD  2  Find LengthOf Line BD   ,4
4698,|(3.0/1.0*5.0)-5.0|,"Parallel(Line(D,E),Line(B,C)), Line(A,B), Line(A,C), LengthOf(Triangle(A,B,C)), Point(D), Point(E), Equals(RatioOf(Line(A,D),Line(A,B)),\frac{1}{3}), Equals(LengthOf(Line(A,E)),5), Find(LengthOf(Line(E,C)))",Parallel Line DE Line BC   Line AB  Line AC  LengthOf Triangle ABC   Point D  Point E  Equals RatioOf Line AD Line AB  \frac{1}{3}  Equals LengthOf Line AE  5  Find LengthOf Line EC   ,10
7415,|(3.0/2.0*4.0)-4.0|,"LengthOf(Triangle(A,B,C)), Line(A,B), Line(A,C), Parallel(Line(D,E),Line(B,C)), LengthOf(Triangle(A,D,E)), Equals(LengthOf(Triangle(A,B,C)),2:3), Equals(LengthOf(Line(A,D)),4), Find(LengthOf(Line(D,B)))",LengthOf Triangle ABC   Line AB  Line AC  Parallel Line DE Line BC   LengthOf Triangle ADE   Equals LengthOf Triangle ABC  2:3  Equals LengthOf Line AD  4  Find LengthOf Line DB   ,2
4801,|(3.0/2.0*6.0)-3.0|,"Similar(Triangle(A,D,B),LengthOf(Triangle(A,E,C))), Equals(LengthOf(Line(A,B)),3), Equals(LengthOf(Line(D,B)),2), Equals(LengthOf(Line(E,C)),6), Find(LengthOf(Line(B,C)))",Similar Triangle ADB LengthOf Triangle AEC    Equals LengthOf Line AB  3  Equals LengthOf Line DB  2  Equals LengthOf Line EC  6  Find LengthOf Line BC   ,6
4644,|(3.0/5.0*12.0)-12.0|,"Parallel(Line(A,B),Line(C,D)), Line(E,F), Equals(LengthOf(Line(A,D), Line(A,F)),3:5), Equals(LengthOf(Line(B,E)),12), Find(LengthOf(Line(C,E)))",Parallel Line AB Line CD   Line EF  Equals LengthOf Line AD  Line AF  3:5  Equals LengthOf Line BE  12  Find LengthOf Line CE   ,4.8
7522,|(3.0/5.0*3.0)-5.0|,"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(B,A,C)),90), Perpendicular(Line(A,D),Line(B,C)), Circle(D), Equals(LengthOf(Line(A,B)),3), Equals(LengthOf(Line(B,C)),5), Find(LengthOf(Line(D,C)))",LengthOf Triangle ABC   Equals MeasureOf Angle BAC  90  Perpendicular Line AD Line BC   Circle D  Equals LengthOf Line AB  3  Equals LengthOf Line BC  5  Find LengthOf Line DC   ,3.2
9881,|(30*2)-90|,"Equals(Line(P,A),\tan), Circle(O), Line(P,O), Point(B), Equals(LengthOf(Line(O,A)),3), Equals(LengthOf(Line(O,P)),6), Find(MeasureOf(Angle(B,A,P)))",Equals Line PA \tan  Circle O  Line PO  Point B  Equals LengthOf Line OA  3  Equals LengthOf Line OP  6  Find MeasureOf Angle BAP   ,30
3654,|(30.0*2)-180|,"IsDiameterOf(Line(A,B),Circle(O)), Circle($), Equals(MeasureOf(Angle(D)),30), Find(MeasureOf(Angle(A,O,C)))",IsDiameterOf Line AB Circle O   Circle $  Equals MeasureOf Angle D  30  Find MeasureOf Angle AOC   ,120
3339,|(30.0*2)-180|,"IsDiameterOf(Line(A,B),Circle(O)), Equals(MeasureOf(Angle(D)),30), Find(MeasureOf(Angle(A,O,E)))",IsDiameterOf Line AB Circle O   Equals MeasureOf Angle D  30  Find MeasureOf Angle AOE   ,120
3348,|(30.0*2)-180|,"IsDiameterOf(Line(C,D),Circle(O)), Point(A), Point(B), Circle(O), IntersectAt(Line(A,B),Line(C,D),Point(E)), Equals(MeasureOf(Angle(B,A,O)),30), Parallel(Line(A,O),Line(B,C)), Find(MeasureOf(Angle(A,O,D)))",IsDiameterOf Line CD Circle O   Point A  Point B  Circle O  IntersectAt Line AB Line CD Point E   Equals MeasureOf Angle BAO  30  Parallel Line AO Line BC   Find MeasureOf Angle AOD   ,120
172,|(30.0*2)-180|,"LengthOf(Triangle(A,B,C)), Line(A,B), Line(A,C), Equals(MeasureOf(Angle(B)),30), LengthOf(Triangle(A,D,E)), Line(D,E), Point(A), Equals(Triangle($),Aâ€?, MeasureOf(Angle(B,D,A))",LengthOf Triangle ABC   Line AB  Line AC  Equals MeasureOf Angle B  30  LengthOf Triangle ADE   Line DE  Point A  Equals Triangle $ Aâ€? MeasureOf Angle BDA  ,120
9806,|(30.0*2)-180|,"IsDiameterOf(Line(A,B),Circle(O)), Equals(MeasureOf(Angle(D)),30), Find(MeasureOf(Angle(A,O,C)))",IsDiameterOf Line AB Circle O   Equals MeasureOf Angle D  30  Find MeasureOf Angle AOC   ,120
534,|(30.0*2)-30.0|,"Line(A,D), MeasureOf(Angle(E,A,C)), Parallel(Line(A,D),Line(B,C)), Equals(MeasureOf(Angle(B)),30), Find(MeasureOf(Angle(C)))",Line AD  MeasureOf Angle EAC   Parallel Line AD Line BC   Equals MeasureOf Angle B  30  Find MeasureOf Angle C   ,30
949,|(30.0*2)-90.0|,"Triangle(A,B,C), Equals(MeasureOf(Angle(A,C,B)),90), Equals(MeasureOf(Angle(C,B,O)),30), Find(MeasureOf(Angle(A)))",Triangle ABC  Equals MeasureOf Angle ACB  90  Equals MeasureOf Angle CBO  30  Find MeasureOf Angle A   ,30
3884,|(30.0*2)-90|,"IsDiameterOf(Line(A,B),Circle(O)), Circle(O), Point(C), Line(A,B), Point(D), Equals(MeasureOf(Angle(A)),30), Find(MeasureOf(Angle(D)))",IsDiameterOf Line AB Circle O   Circle O  Point C  Line AB  Point D  Equals MeasureOf Angle A  30  Find MeasureOf Angle D   ,30
4152,|(30.0*2)-90|,"Circle(O), IsChordOf(Line(A,D),Circle($)), IsChordOf(Line(C,D),Circle($)), Line(O,C), SinOf(g), Point(A), Point(B), Equals(MeasureOf(Angle(A,D,C)),30), Find(MeasureOf(Angle(A,B,O)))",Circle O  IsChordOf Line AD Circle $   IsChordOf Line CD Circle $   Line OC  SinOf g  Point A  Point B  Equals MeasureOf Angle ADC  30  Find MeasureOf Angle ABO   ,30
4157,|(30.0*2)-90|,"Line(A,B), Line(A,C), Circle(O), Equals(MeasureOf(Angle(A)),30), SinOf(g), Point(C), Line(O,B), Point(D), Find(MeasureOf(Angle(D)))",Line AB  Line AC  Circle O  Equals MeasureOf Angle A  30  SinOf g  Point C  Line OB  Point D  Find MeasureOf Angle D   ,30
3983,|(31.0*2)-90|,"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A,B,C)),31), Line(O,A), Point(D), Find(MeasureOf(Angle(D)))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle ABC  31  Line OA  Point D  Find MeasureOf Angle D   ,28
4068,|(31.0*2)-90|,"Line(A,B), Line(A,C), Circle(O), Equals(MeasureOf(Angle(A)),31), SinOf(g), Point(C), Line(O,B), Point(D), Find(MeasureOf(Angle(D)))",Line AB  Line AC  Circle O  Equals MeasureOf Angle A  31  SinOf g  Point C  Line OB  Point D  Find MeasureOf Angle D   ,28
5047,|(32.0*2)-32.0|,"Line(A,D), Angle($), MeasureOf(Angle(E,A,C)), LengthOf(Triangle(A,B,C)), Parallel(Line(A,D),Line(B,C)), Equals(MeasureOf(Angle(B)),32), Find(MeasureOf(Angle(C)))",Line AD  Angle $  MeasureOf Angle EAC   LengthOf Triangle ABC   Parallel Line AD Line BC   Equals MeasureOf Angle B  32  Find MeasureOf Angle C   ,32
2996,|(32.0*2)-90|,"Circle(O), Perpendicular(Line(O,C),Line(A,B)), Equals(MeasureOf(Angle(A,D,C)),32), Find(MeasureOf(Angle(O,B,A)))",Circle O  Perpendicular Line OC Line AB   Equals MeasureOf Angle ADC  32  Find MeasureOf Angle OBA   ,26
3833,|(32.0*2)-90|,"Line(A,B), Circle(O), Point(A), Line(B,O), Point(C), Point(D), Equals(MeasureOf(Angle(A,D,C)),32), Find(MeasureOf(Angle(A,B,O)))",Line AB  Circle O  Point A  Line BO  Point C  Point D  Equals MeasureOf Angle ADC  32  Find MeasureOf Angle ABO   ,26
4099,|(32.0*2)-90|,"Equals(Line(P,A),\tan), Circle(O), Line(P,O), Point(C), Point(B), Equals(MeasureOf(Angle(A,B,C)),32), Find(Equals(MeasureOf(Angle(P)),()))",Equals Line PA \tan  Circle O  Line PO  Point C  Point B  Equals MeasureOf Angle ABC  32  Find Equals MeasureOf Angle P      ,26
3153,|(33.0*2)-180|,"IsDiameterOf(Line(A,B),Circle(O)), Equals(MeasureOf(Angle(D)),33), Find(MeasureOf(Angle(A,O,C)))",IsDiameterOf Line AB Circle O   Equals MeasureOf Angle D  33  Find MeasureOf Angle AOC   ,114
2124,|(34.0*2)-180|,"Triangle(A,B,C), Equals(MeasureOf(Angle(A,C,B)),90), Equals(MeasureOf(Angle(B)),34), Circle(O), Line(B,C), Line(A,B), Point(D), Line(O,E), Point(E), Perpendicular(Line(E,F),Line(O,E)), Line(A,C), Point(F), Find(MeasureOf(Angle(F)))",Triangle ABC  Equals MeasureOf Angle ACB  90  Equals MeasureOf Angle B  34  Circle O  Line BC  Line AB  Point D  Line OE  Point E  Perpendicular Line EF Line OE   Line AC  Point F  Find MeasureOf Angle F   ,112
3317,|(35.0*2)-180|,"IsDiameterOf(Line(A,B),Circle(O)), IsChordOf(Perpendicular(Line(C,D),Line(A,B)),Circle($)), Line(O,C), Line(A,D), Equals(MeasureOf(Angle(A)),35), Find(MeasureOf(Angle(A,O,C)))",IsDiameterOf Line AB Circle O   IsChordOf Perpendicular Line CD Line AB  Circle $   Line OC  Line AD  Equals MeasureOf Angle A  35  Find MeasureOf Angle AOC   ,110
3442,|(35.0*2)-180|,"IsDiameterOf(Line(A,B),Circle(O)), Equals(MeasureOf(Angle(A,D,C)),35), Find(MeasureOf(Angle(B,O,C)))",IsDiameterOf Line AB Circle O   Equals MeasureOf Angle ADC  35  Find MeasureOf Angle BOC   ,110
3876,|(35.0*2)-90|,"Line(A,B), Line(D,C), Circle(O), Point(G), Equals(MeasureOf(Angle(A)),35), Find(MeasureOf(Angle(D)))",Line AB  Line DC  Circle O  Point G  Equals MeasureOf Angle A  35  Find MeasureOf Angle D   ,20
1196,|(35.0*2)-90|,"IsDiameterOf(Line(A,B),Circle(O)), Line(P,C), Circle(O), Line(A,B), Point(P), Equals(MeasureOf(Angle(C,A,P)),35), Find(MeasureOf(Angle(C,P,O)))",IsDiameterOf Line AB Circle O   Line PC  Circle O  Line AB  Point P  Equals MeasureOf Angle CAP  35  Find MeasureOf Angle CPO   ,20
4380,|(35.0*2)-90|,"IsDiameterOf(Line(A,B),Circle(O)), Point(D), Line(A,B), Line(D,C), Circle(O), Point(C), Equals(MeasureOf(Angle(A)),35), Find(MeasureOf(Angle(D)))",IsDiameterOf Line AB Circle O   Point D  Line AB  Line DC  Circle O  Point C  Equals MeasureOf Angle A  35  Find MeasureOf Angle D   ,20
1197,|(35.0*2)-90|,"Line(A,B), Line(A,C), Circle(O), Equals(MeasureOf(Angle(A)),35), SinOf(g), Point(C), Line(O,B), Point(D), Find(MeasureOf(Angle(D)))",Line AB  Line AC  Circle O  Equals MeasureOf Angle A  35  SinOf g  Point C  Line OB  Point D  Find MeasureOf Angle D   ,20
1804,|(35.0*2)-90|,"Circle(O), Perpendicular(Line(O,C),Line(A,B)), Equals(MeasureOf(Angle(A,D,C)),35), Find(MeasureOf(Angle(O,B,A)))",Circle O  Perpendicular Line OC Line AB   Equals MeasureOf Angle ADC  35  Find MeasureOf Angle OBA   ,20
1049,|(35.0*2)-90|,"Point(O), Line(A,C), MeasureOf(Angle(B,A,C)), Equals(Circle(O),\tan), Line(A,B), Point(D), Line(A,O), Point(E), Point(P), Circle(O), Equals(MeasureOf(Angle(E,P,D)),35), Find(MeasureOf(Angle(B,A,C)))",Point O  Line AC  MeasureOf Angle BAC   Equals Circle O \tan  Line AB  Point D  Line AO  Point E  Point P  Circle O  Equals MeasureOf Angle EPD  35  Find MeasureOf Angle BAC   ,20
4200,|(35.0*2)-90|,"IsDiameterOf(Line(A,B),Circle(O)), Point(C), Circle(O), SinOf(g), Line(A,B), Point(D), Line(A,C), Line(C,O), Equals(MeasureOf(Angle(A)),35), Find(MeasureOf(Angle(A,D,C)))",IsDiameterOf Line AB Circle O   Point C  Circle O  SinOf g  Line AB  Point D  Line AC  Line CO  Equals MeasureOf Angle A  35  Find MeasureOf Angle ADC   ,20
8607,|(35.0*2)-90|,"Circle(O), IsDiameterOf(Line(B,C),Circle(O)), Perpendicular(Line(A,D),Line(B,C)), Equals(MeasureOf(Angle(D)),35), Find(MeasureOf(Angle(O,A,D)))",Circle O  IsDiameterOf Line BC Circle O   Perpendicular Line AD Line BC   Equals MeasureOf Angle D  35  Find MeasureOf Angle OAD   ,20
4111,|(35.0*2)-90|,"Equals(Line(A,B),\tan), Circle(O), Line(B,O), Point(C), Equals(MeasureOf(Angle(O,A,C)),35), Find(MeasureOf(Angle(B)))",Equals Line AB \tan  Circle O  Line BO  Point C  Equals MeasureOf Angle OAC  35  Find MeasureOf Angle B   ,20
4145,|(35.0*2)-90|,"IsDiameterOf(Line(A,B),Circle(O)), Point(C), Line(A,B), Equals(Line(C,D),\tan), Circle(O), Equals(MeasureOf(Angle(A)),35), Find(MeasureOf(Angle(C)))",IsDiameterOf Line AB Circle O   Point C  Line AB  Equals Line CD \tan  Circle O  Equals MeasureOf Angle A  35  Find MeasureOf Angle C   ,20
9438,|(36.0*2)-180|,"Parallelogram(A,B,C,D), Equals(MeasureOf(Angle(A,E,B)),36), BisectsAngle(Line(B,E),MeasureOf(Angle(A,B,C))), Find(MeasureOf(Angle(C)))",Parallelogram ABCD  Equals MeasureOf Angle AEB  36  BisectsAngle Line BE MeasureOf Angle ABC    Find MeasureOf Angle C   ,108
540,|(36.0*2)-90|,"Isosceles(Triangle(A,B,C)), Equals(LengthOf(Line(A,B)),Line(A,C)), Line(B,D), Line(A,C), Equals(MeasureOf(Angle(A)),36), Find(MeasureOf(Angle(D,B,C)))",Isosceles Triangle ABC   Equals LengthOf Line AB  Line AC   Line BD  Line AC  Equals MeasureOf Angle A  36  Find MeasureOf Angle DBC   ,18
9436,|(36.0/2)-23.0|,"Parallelogram(A,B,C,D), IsDiagonalOf(Line(A,C),Parallelogram(A,B,C,D)), IsDiagonalOf(Line(B,D),Parallelogram(A,B,C,D)), IntersectAt(Line(A,C),Line(B,D),Point(O)), PerimeterOf(Polygon($)), Equals(LengthOf(Triangle(O,C,D)),23), Find(LengthOf(Line(A,B)))",Parallelogram ABCD  IsDiagonalOf Line AC Parallelogram ABCD   IsDiagonalOf Line BD Parallelogram ABCD   IntersectAt Line AC Line BD Point O   PerimeterOf Polygon $   Equals LengthOf Triangle OCD  23  Find LengthOf Line AB   ,5
3335,|(36.0+64.0)-(36.0*2)|,"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A)),36), Equals(MeasureOf(Angle(B)),64), Find(MeasureOf(Angle(C)))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle A  36  Equals MeasureOf Angle B  64  Find MeasureOf Angle C   ,28
1678,|(37.0*2)-180|,"Circle(O), Equals(MeasureOf(Angle(B)),37), Line(A,B)",Circle O  Equals MeasureOf Angle B  37  Line AB ,106
8465,|(38.0*2)-180|,"IsDiameterOf(Line(A,B),Circle(O)), Equals(MeasureOf(Angle(C)),38), Find(MeasureOf(Angle(A,O,D)))",IsDiameterOf Line AB Circle O   Equals MeasureOf Angle C  38  Find MeasureOf Angle AOD   ,104
5458,|(38.0*2)-40.0|,"BisectsAngle(Line(B,P),MeasureOf(Angle(A,B,C))), Line(C,D), Point(F), BisectsAngle(Line(D,P),MeasureOf(Angle(A,D,C))), Line(A,B), Point(E), Equals(MeasureOf(Angle(A)),40), Equals(MeasureOf(Angle(P)),38), Find(MeasureOf(Angle(C)))",BisectsAngle Line BP MeasureOf Angle ABC    Line CD  Point F  BisectsAngle Line DP MeasureOf Angle ADC    Line AB  Point E  Equals MeasureOf Angle A  40  Equals MeasureOf Angle P  38  Find MeasureOf Angle C   ,36
5232,|(4.0*2)-13.0|,"Point(C), Line(A,B), IsMidpointOf(Point(D),Line(A,C)), Equals(LengthOf(Line(C,D)),4), Equals(LengthOf(Line(A,B)),13), Find(LengthOf(Line(B,C)))",Point C  Line AB  IsMidpointOf Point D Line AC   Equals LengthOf Line CD  4  Equals LengthOf Line AB  13  Find LengthOf Line BC   ,5
5464,|(4.0*2)-14.0|,"Point(C), Line(A,B), IsMidpointOf(Point(D),Line(A,C)), Equals(LengthOf(Line(C,D)),4), Equals(LengthOf(Line(A,B)),14), Find(LengthOf(Line(B,C)))",Point C  Line AB  IsMidpointOf Point D Line AC   Equals LengthOf Line CD  4  Equals LengthOf Line AB  14  Find LengthOf Line BC   ,6
11,|(4.0*2)-30.0|,"PerimeterOf(Polygon($)), Equals(LengthOf(Triangle(A,B,C)),30), Line(A,C), LengthOf(Triangle(A,B,C)), Point(A), Line(B,C), Point(D), Point(E), Line(A,D), Equals(LengthOf(Line(A,E)),4), Find(LengthOf(Triangle(A,B,D)))",PerimeterOf Polygon $   Equals LengthOf Triangle ABC  30  Line AC  LengthOf Triangle ABC   Point A  Line BC  Point D  Point E  Line AD  Equals LengthOf Line AE  4  Find LengthOf Triangle ABD   ,22
3851,|(4.0*2)-4.0|,"Circle(O), Equals(Line(P,A),\tan), Line(P,O), Point(B), Equals(MeasureOf(Angle(P)),30), Equals(LengthOf(Line(O,B)),4), Find(Line(B,P))",Circle O  Equals Line PA \tan  Line PO  Point B  Equals MeasureOf Angle P  30  Equals LengthOf Line OB  4  Find Line BP  ,4
4631,|(4.0/10.0*12.0)-12.0|,"Equals(LengthOf(Line(A,F)),10), Equals(LengthOf(Line(A,C)),4), Equals(LengthOf(Line(B,E)),12), Find(LengthOf(Line(D,E)))",Equals LengthOf Line AF  10  Equals LengthOf Line AC  4  Equals LengthOf Line BE  12  Find LengthOf Line DE   ,7.2
9555,|(4.0/2)-4.0|,"Parallelogram(A,B,C,D), Point(E), Line(A,D), Line(B,E), Line(D,C), Point(F), AreaOf(Quadrilateral(A,B,F,D)), LengthOf(Triangle(C,E,F)), Parallelogram($), Equals(AreaOf(Quadrilateral(A,B,C,D)),4)",Parallelogram ABCD  Point E  Line AD  Line BE  Line DC  Point F  AreaOf Quadrilateral ABFD   LengthOf Triangle CEF   Parallelogram $  Equals AreaOf Quadrilateral ABCD  4 ,2
4552,|(4.0/2.0*4.0)-2.0|,"IsDiameterOf(Line(A,B),Circle(O)), Circle(O), IsChordOf(BisectsAngle(Line(A,D),MeasureOf(Angle(B,A,C))),Circle($)), IsChordOf(Line(B,C),Circle($)), Point(E), Equals(LengthOf(Line(C,D)),4), Equals(LengthOf(Line(D,E)),2), Find(LengthOf(Line(A,E)))",IsDiameterOf Line AB Circle O   Circle O  IsChordOf BisectsAngle Line AD MeasureOf Angle BAC   Circle $   IsChordOf Line BC Circle $   Point E  Equals LengthOf Line CD  4  Equals LengthOf Line DE  2  Find LengthOf Line AE   ,6
4860,|(4.0/2.0*4.0)-2.0|,"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A,B,D)),MeasureOf(Angle(C))), Equals(LengthOf(Line(A,B)),4), Equals(LengthOf(Line(A,D)),2), Find(LengthOf(Line(C,D)))",LengthOf Triangle ABC   Equals MeasureOf Angle ABD  MeasureOf Angle C    Equals LengthOf Line AB  4  Equals LengthOf Line AD  2  Find LengthOf Line CD   ,6
4712,|(4.0/3.0*6.0)-6.0|,"LengthOf(Triangle(A,B,C)), Point(D), Point(E), Line(A,B), Line(A,C), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,E), Line(A,C)),3:4), Equals(LengthOf(Line(A,D)),6), Find(LengthOf(Line(B,D)))",LengthOf Triangle ABC   Point D  Point E  Line AB  Line AC  Parallel Line DE Line BC   Equals LengthOf Line AE  Line AC  3:4  Equals LengthOf Line AD  6  Find LengthOf Line BD   ,2
7828,|(4.0+1.0)-(2.0/4.0*3.0)|,"LengthOf(Triangle(A,B,C)), Line(B,C), Line(C,A), Line(A,B), Equals(LengthOf(Line(A,B)),Line(A,C)), Equals(MeasureOf(Angle(F,D,E)),MeasureOf(Angle(B))), Equals(LengthOf(Line(B,D)),2), Equals(LengthOf(Line(C,D)),3), Equals(LengthOf(Line(C,E)),4,LengthOf(Line(A,E)), Find(LengthOf(Line(A,F)))",LengthOf Triangle ABC   Line BC  Line CA  Line AB  Equals LengthOf Line AB  Line AC   Equals MeasureOf Angle FDE  MeasureOf Angle B    Equals LengthOf Line BD  2  Equals LengthOf Line CD  3  Equals LengthOf Line CE  4LengthOf Line AE   Find LengthOf Line AF   ,3.5
8647,|(40.0*2)-180|,"IsDiameterOf(Line(A,B),Circle(O)), Equals(MeasureOf(Angle(B,D,C)),40), Find(MeasureOf(Angle(A,O,C)))",IsDiameterOf Line AB Circle O   Equals MeasureOf Angle BDC  40  Find MeasureOf Angle AOC   ,100
3150,|(40.0*2)-180|,"Circle(O), Equals(Line(A,B),IsDiameterOf(Circle(O),Circle($))), Equals(MeasureOf(Angle(D)),40), Find(MeasureOf(Angle(A,O,C)))",Circle O  Equals Line AB IsDiameterOf Circle O Circle $    Equals MeasureOf Angle D  40  Find MeasureOf Angle AOC   ,100
8943,|(40.0*2)-180|,"Line(A,B), Line(A,C), Circle(O), Equals(MeasureOf(Angle(D)),40), Find(MeasureOf(Angle(A)))",Line AB  Line AC  Circle O  Equals MeasureOf Angle D  40  Find MeasureOf Angle A   ,100
8825,|(40.0*2)-90|,"Point(A), Point(B), Point(C), Circle(O), Perpendicular(Line(O,B),Line(A,C)), Equals(MeasureOf(Angle(B,A,C)),40), Find(MeasureOf(Angle(O,C,A)))",Point A  Point B  Point C  Circle O  Perpendicular Line OB Line AC   Equals MeasureOf Angle BAC  40  Find MeasureOf Angle OCA   ,10
3423,|(40.0/2)-(70.0/2)|,"Point(A), Point(B), Find(MeasureOf(Angle(1)))",Point A  Point B  Find MeasureOf Angle 1   ,15
1732,|(40.0/2)-50.0|,"Line(O,A), Circle(O), Line(O,B), Equals(MeasureOf(Angle(A,O,B)),40), Equals(MeasureOf(Angle(O,C,B)),50), Find(MeasureOf(Angle(O,A,C)))",Line OA  Circle O  Line OB  Equals MeasureOf Angle AOB  40  Equals MeasureOf Angle OCB  50  Find MeasureOf Angle OAC   ,30
4029,|(40.0/2)-90|,"Line(P,A), Line(P,B), Circle(O), Point(A), Point(B), Line(P,D), Point(C), Point(D), IsMidpointOf(Point(E),Line(C,D)), Equals(MeasureOf(Angle(A,P,B)),40), Find(MeasureOf(Angle(A,E,P)))",Line PA  Line PB  Circle O  Point A  Point B  Line PD  Point C  Point D  IsMidpointOf Point E Line CD   Equals MeasureOf Angle APB  40  Find MeasureOf Angle AEP   ,70
5199,|(40.0/2)-90|,"IsChordOf(Line(C,D),Circle(E)), Line(A,B), Line(C,D), Equals(MeasureOf(Angle(B,E,C)),40), Find(MeasureOf(Angle(A,B,D)))",IsChordOf Line CD Circle E   Line AB  Line CD  Equals MeasureOf Angle BEC  40  Find MeasureOf Angle ABD   ,70
3509,|(40.0/2)-90|,"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), IsDiameterOf(Line(A,B),Circle(O)), IsMidpointOf(Point(C),Line($)), Line(B,D), Equals(MeasureOf(Angle(A)),40), Find(MeasureOf(Angle(B)))",InscribedIn Quadrilateral ABCD Circle O   IsDiameterOf Line AB Circle O   IsMidpointOf Point C Line $   Line BD  Equals MeasureOf Angle A  40  Find MeasureOf Angle B   ,70
